epoch,loss
0,56034.21484375
1,53670.4375
2,53080.75390625
3,52866.13671875
4,52539.0546875
5,52324.04296875
6,52207.375
7,52035.59765625
8,51897.62109375
9,51911.0703125
10,51771.546875
11,51697.2890625
12,51639.421875
13,51621.8125
14,51509.7890625
15,51550.36328125
16,51518.51171875
