epoch,loss
0,2625.07958984375
1,2048.630615234375
2,1827.5172119140625
3,1678.628662109375
4,1574.094970703125
5,1492.9422607421875
6,1434.7916259765625
7,1390.4090576171875
8,1357.92919921875
9,1333.8837890625
10,1308.5511474609375
11,1289.255859375
12,1273.9512939453125
13,1258.8817138671875
14,1249.3155517578125
15,1236.5321044921875
16,1225.3438720703125
17,1220.70458984375
18,1211.293212890625
19,1203.80859375
20,1199.1258544921875
21,1193.3814697265625
22,1186.5479736328125
23,1181.998046875
24,1177.6641845703125
