epoch,loss
0,2434.740234375
1,1743.146728515625
2,1508.2706298828125
3,1332.5340576171875
4,1216.5042724609375
5,1132.393310546875
6,1074.1082763671875
7,1031.470947265625
8,1000.0352172851562
9,974.6339721679688
10,952.6221923828125
11,938.0745239257812
12,924.8779907226562
13,912.7659301757812
14,900.8416748046875
15,892.0157470703125
16,884.514892578125
17,876.4141235351562
18,869.4994506835938
19,862.7921752929688
20,858.6412963867188
21,852.560546875
22,848.306396484375
23,845.546630859375
24,841.890380859375
