epoch,loss
0,3306.5234375
1,2623.755615234375
2,2465.71337890625
3,2343.15380859375
4,2240.73388671875
5,2157.748046875
6,2096.178466796875
7,2037.9527587890625
8,2005.2340087890625
9,1969.343017578125
10,1943.34716796875
11,1914.4466552734375
12,1894.2501220703125
13,1877.1751708984375
14,1858.890869140625
15,1852.3934326171875
16,1837.7205810546875
17,1822.626220703125
18,1814.425537109375
19,1808.1435546875
20,1793.780517578125
21,1769.0615234375
22,1760.7449951171875
23,1757.917724609375
24,1748.842529296875
25,1748.498291015625
26,1741.0921630859375
27,1733.530029296875
28,1734.181396484375
29,1727.1812744140625
30,1730.851806640625
31,1701.57177734375
32,1696.6591796875
33,1691.034423828125
34,1694.643310546875
35,1690.0791015625
36,1685.825439453125
37,1687.93408203125
38,1683.41455078125
39,1683.913818359375
40,1679.6959228515625
41,1658.6943359375
42,1653.0465087890625
43,1652.43798828125
44,1651.68115234375
45,1653.705078125
46,1649.8421630859375
47,1646.491943359375
48,1650.808349609375
49,1644.086181640625
50,1650.2015380859375
51,1637.9820556640625
52,1632.8447265625
53,1639.493896484375
54,1632.4527587890625
55,1633.9132080078125
56,1635.5555419921875
57,1631.458740234375
58,1632.0792236328125
59,1628.40771484375
60,1632.2061767578125
61,1631.7952880859375
62,1630.917724609375
63,1631.6632080078125
64,1625.360107421875
65,1631.421142578125
66,1626.04638671875
67,1630.6546630859375
68,1629.8583984375
69,1626.9169921875
70,1626.3125
71,1628.050537109375
72,1625.236328125
73,1626.7452392578125
74,1625.1610107421875
75,1624.4874267578125
76,1621.5164794921875
77,1628.7547607421875
78,1623.3048095703125
79,1622.9935302734375
