epoch,loss
0,487.64697265625
1,462.44146728515625
2,460.3252258300781
3,452.63861083984375
4,449.3476867675781
5,447.4892883300781
6,443.0494079589844
7,440.6786193847656
8,438.8389587402344
9,436.8874206542969
10,433.88665771484375
11,433.3070983886719
12,431.8779602050781
13,430.707763671875
14,428.31646728515625
15,427.0965576171875
16,427.50421142578125
17,424.5077209472656
18,423.7727355957031
19,423.37835693359375
20,420.63983154296875
21,419.5380554199219
22,417.2566833496094
23,415.89984130859375
24,415.0581970214844
25,414.1788024902344
26,413.7374572753906
27,412.5987854003906
28,412.4598083496094
29,410.7898254394531
30,409.71295166015625
31,405.8713073730469
32,405.2108459472656
33,404.5439453125
34,402.6465148925781
35,402.77032470703125
36,400.88037109375
37,401.6878662109375
38,401.11859130859375
39,399.4792785644531
40,399.3471374511719
41,393.89068603515625
42,394.19549560546875
43,392.4294128417969
44,392.8158264160156
45,391.3599853515625
46,392.23797607421875
47,389.50457763671875
48,391.09027099609375
49,388.4007873535156
50,391.0907287597656
51,386.8539733886719
52,386.68194580078125
53,386.0906982421875
54,385.86822509765625
55,385.1511535644531
56,385.51568603515625
57,385.27093505859375
58,384.1418151855469
59,384.4884948730469
60,383.9483642578125
61,384.5030822753906
62,383.10369873046875
63,383.1890563964844
64,382.7934875488281
65,382.86016845703125
66,382.1867980957031
67,382.90814208984375
68,381.59466552734375
69,381.8752136230469
70,381.8393249511719
71,381.18389892578125
72,381.0505065917969
73,381.4040222167969
74,379.5419921875
75,380.65899658203125
76,380.7010803222656
77,380.8235168457031
78,378.6136779785156
79,380.21160888671875
