epoch,loss
0,480.4032897949219
1,465.4610595703125
2,457.2427673339844
3,452.15301513671875
4,450.0044860839844
5,445.0715637207031
6,443.1447448730469
7,441.2581481933594
8,438.9168701171875
9,438.2117919921875
10,434.926513671875
11,434.6973571777344
12,432.16204833984375
13,431.9678039550781
14,431.1105651855469
15,428.9280090332031
16,426.6853942871094
17,429.54345703125
18,425.5429992675781
19,424.25665283203125
20,425.2591247558594
21,421.86480712890625
22,420.0749206542969
23,420.00762939453125
24,416.933837890625
25,419.3654479980469
26,416.22381591796875
27,417.7618103027344
28,415.42938232421875
29,415.5062561035156
30,413.6105041503906
31,411.3028259277344
32,409.1364440917969
33,409.4928894042969
34,408.0263671875
35,408.6961364746094
36,407.007568359375
37,407.3837890625
38,405.3232421875
39,405.155517578125
40,405.5860595703125
41,401.1606140136719
42,399.7927551269531
43,398.6905517578125
44,399.2526550292969
45,397.28302001953125
46,397.9079895019531
47,397.5606994628906
48,397.9129333496094
49,395.9981384277344
50,395.5672302246094
51,394.97906494140625
52,392.9195861816406
53,392.72186279296875
54,393.9440002441406
55,392.49969482421875
56,391.9900817871094
57,392.3105773925781
58,391.12994384765625
59,391.87353515625
60,392.266845703125
61,390.9634704589844
62,390.6485290527344
63,390.4906921386719
64,390.5447998046875
65,390.059326171875
66,389.5974426269531
67,389.9582214355469
68,389.2923889160156
69,388.91693115234375
70,389.1365051269531
71,389.6036071777344
72,387.5627746582031
73,389.3069763183594
74,389.1257019042969
75,387.67962646484375
76,387.0205993652344
77,388.0652770996094
78,387.7301940917969
79,386.56884765625
