epoch,loss
0,3180.468017578125
1,2518.061279296875
2,2335.102783203125
3,2216.61279296875
4,2117.604248046875
5,2036.5655517578125
6,1963.578125
7,1919.1937255859375
8,1863.7535400390625
9,1836.916748046875
10,1799.8751220703125
11,1779.3367919921875
12,1760.741455078125
13,1736.9176025390625
14,1724.8485107421875
15,1706.5882568359375
16,1710.17041015625
17,1683.9049072265625
18,1677.6669921875
19,1661.3194580078125
20,1665.3936767578125
21,1654.5242919921875
22,1643.5469970703125
23,1632.51171875
24,1631.87109375
25,1625.3284912109375
26,1620.8966064453125
27,1617.686279296875
28,1607.312744140625
29,1604.7510986328125
30,1603.649658203125
31,1541.6463623046875
32,1536.0233154296875
33,1534.6055908203125
34,1531.0965576171875
35,1529.087646484375
36,1528.9249267578125
37,1524.964111328125
38,1526.037353515625
39,1524.789306640625
40,1522.1661376953125
41,1519.7078857421875
42,1523.389404296875
43,1519.5823974609375
44,1519.783935546875
45,1519.739990234375
46,1513.175048828125
47,1519.47607421875
48,1513.37646484375
49,1514.608154296875
50,1513.5699462890625
51,1510.70556640625
52,1513.49462890625
53,1508.842529296875
54,1512.97607421875
55,1508.883056640625
56,1509.229248046875
57,1504.0216064453125
58,1509.936767578125
59,1509.734619140625
60,1504.77978515625
61,1497.4910888671875
62,1497.275634765625
63,1493.323974609375
64,1496.547607421875
65,1494.6864013671875
66,1496.3975830078125
67,1491.9620361328125
68,1494.4464111328125
69,1493.9722900390625
70,1492.3360595703125
71,1493.6319580078125
72,1489.6746826171875
73,1495.38232421875
74,1490.267333984375
75,1493.1806640625
76,1491.8837890625
77,1491.3094482421875
78,1490.625732421875
79,1489.5782470703125
