epoch,loss
0,2799.34716796875
1,2236.0166015625
2,2089.655517578125
3,1960.286865234375
4,1849.455078125
5,1755.2789306640625
6,1672.443115234375
7,1621.9691162109375
8,1560.607177734375
9,1507.88623046875
10,1475.0626220703125
11,1443.5633544921875
12,1412.701171875
13,1384.4776611328125
14,1368.939208984375
15,1344.8536376953125
16,1324.5323486328125
17,1317.9144287109375
18,1296.6885986328125
19,1285.442138671875
20,1274.4810791015625
21,1230.27099609375
22,1215.912353515625
23,1210.328369140625
24,1201.7122802734375
25,1193.521240234375
26,1188.35693359375
27,1179.8807373046875
28,1174.87353515625
29,1170.3681640625
30,1164.297119140625
31,1127.706298828125
32,1121.714111328125
33,1114.35986328125
34,1113.042236328125
35,1108.4415283203125
36,1104.52587890625
37,1101.1405029296875
38,1100.448486328125
39,1097.2216796875
40,1093.0350341796875
41,1060.568115234375
42,1053.697265625
43,1050.60791015625
44,1050.517822265625
45,1048.3011474609375
46,1043.3568115234375
47,1046.1251220703125
48,1042.02978515625
49,1040.4710693359375
50,1041.6732177734375
51,1024.5299072265625
52,1022.8916625976562
53,1023.0781860351562
54,1019.716064453125
55,1021.990234375
56,1018.2257690429688
57,1017.1802368164062
58,1017.0234375
59,1016.0581665039062
60,1016.2527465820312
61,1015.2189331054688
62,1012.0604248046875
63,1014.0861206054688
64,1012.61669921875
65,1012.655029296875
66,1010.515869140625
67,1010.5486450195312
68,1010.6991577148438
69,1008.6342163085938
70,1010.1586303710938
71,1005.8467407226562
72,1010.5892333984375
73,1007.2039184570312
74,1006.0592651367188
75,1006.0276489257812
76,1005.142822265625
77,1005.6304321289062
78,1005.0357055664062
79,1004.56005859375
