epoch,loss
0,3035.803955078125
1,2395.50048828125
2,2204.7939453125
3,2085.459716796875
4,1985.8509521484375
5,1915.0677490234375
6,1857.34228515625
7,1809.039306640625
8,1775.24853515625
9,1742.496337890625
10,1717.428466796875
11,1695.8873291015625
12,1669.9783935546875
13,1661.5985107421875
14,1640.861328125
15,1629.9874267578125
16,1620.15478515625
17,1611.767578125
18,1601.3209228515625
19,1587.379150390625
20,1583.47509765625
21,1576.8233642578125
22,1566.4925537109375
23,1564.7880859375
24,1557.0682373046875
25,1548.538818359375
26,1548.8431396484375
27,1542.3209228515625
28,1535.5274658203125
29,1531.0484619140625
30,1533.3472900390625
31,1470.69384765625
32,1462.35595703125
33,1459.3111572265625
34,1459.146484375
35,1453.035888671875
36,1455.095947265625
37,1452.5863037109375
38,1452.61865234375
39,1450.8958740234375
40,1449.5169677734375
41,1447.1563720703125
42,1447.5045166015625
43,1444.9197998046875
44,1443.2398681640625
45,1448.3211669921875
46,1441.5201416015625
47,1441.6136474609375
48,1445.3541259765625
49,1443.155517578125
50,1439.1534423828125
51,1439.96484375
52,1439.1937255859375
53,1435.5762939453125
54,1437.5716552734375
55,1441.3209228515625
56,1435.892822265625
57,1434.527587890625
58,1435.74462890625
59,1435.29150390625
