epoch,loss
0,4215.0869140625
1,3400.479248046875
2,3161.664306640625
3,2979.11181640625
4,2838.87939453125
5,2723.22802734375
6,2630.45263671875
7,2556.20703125
8,2503.435791015625
9,2462.95166015625
10,2423.134765625
11,2390.669189453125
12,2366.8994140625
13,2347.1640625
14,2326.92041015625
15,2317.474609375
16,2294.360107421875
17,2286.0888671875
18,2269.68994140625
19,2260.027099609375
20,2248.595947265625
21,2245.260009765625
22,2230.708984375
23,2226.230224609375
24,2218.883544921875
25,2212.971435546875
26,2206.806640625
27,2202.896240234375
28,2195.874267578125
29,2189.449462890625
30,2186.183349609375
31,2107.43701171875
32,2097.29736328125
33,2098.027099609375
34,2097.51953125
35,2089.853515625
36,2089.5341796875
37,2088.30078125
38,2090.46875
39,2084.001220703125
40,2087.476318359375
41,2083.169189453125
42,2084.990966796875
43,2081.4931640625
44,2081.10888671875
45,2081.4150390625
46,2077.865234375
47,2075.87841796875
48,2080.517822265625
49,2073.591796875
50,2072.761474609375
51,2078.30810546875
52,2071.98046875
53,2074.447265625
54,2069.695556640625
55,2071.352294921875
56,2071.49072265625
57,2070.820556640625
58,2070.84423828125
59,2069.377685546875
60,2067.1259765625
61,2058.189697265625
62,2055.6796875
63,2057.041015625
64,2053.990478515625
65,2056.691650390625
66,2053.602783203125
67,2054.11328125
68,2052.590087890625
69,2053.9716796875
70,2052.946533203125
71,2051.0927734375
72,2053.02685546875
73,2053.050048828125
74,2050.947021484375
75,2053.00390625
76,2050.529541015625
77,2051.6181640625
78,2049.518310546875
79,2048.4228515625
