epoch,loss
0,4275.0966796875
1,3446.763671875
2,3201.0712890625
3,3033.398193359375
4,2900.31884765625
5,2780.0302734375
6,2697.493408203125
7,2625.56494140625
8,2575.2314453125
9,2521.4892578125
10,2490.22412109375
11,2454.256103515625
12,2435.566650390625
13,2411.113037109375
14,2393.611328125
15,2375.0576171875
16,2359.59375
17,2342.004638671875
18,2338.985107421875
19,2324.46240234375
20,2315.252685546875
21,2301.91357421875
22,2297.191162109375
23,2283.936279296875
24,2286.9599609375
25,2271.724609375
26,2271.01806640625
27,2260.831787109375
28,2254.477294921875
29,2258.31787109375
30,2245.480224609375
31,2166.02880859375
32,2157.30712890625
33,2157.092041015625
34,2154.298095703125
35,2150.643798828125
36,2150.746337890625
37,2147.380859375
38,2142.40380859375
39,2145.51220703125
40,2145.6787109375
41,2141.945556640625
42,2140.170654296875
43,2139.443359375
44,2140.456298828125
45,2134.633056640625
46,2138.72216796875
47,2136.61767578125
48,2133.773193359375
49,2135.223388671875
50,2132.38818359375
51,2135.7705078125
52,2125.666015625
53,2135.787353515625
54,2129.224365234375
55,2129.20166015625
56,2127.498291015625
57,2125.5537109375
58,2130.275634765625
59,2127.0595703125
60,2126.398193359375
61,2114.513916015625
62,2114.062744140625
63,2107.3515625
64,2113.416259765625
65,2113.487060546875
66,2109.26953125
67,2112.525634765625
68,2110.611572265625
69,2108.3544921875
70,2110.0458984375
71,2108.652587890625
72,2111.213134765625
73,2108.337890625
74,2107.898193359375
75,2108.210205078125
76,2109.1328125
77,2108.501220703125
78,2105.65673828125
79,2107.397216796875
