epoch,loss
0,1988.2528076171875
1,1250.8270263671875
2,1027.0645751953125
3,896.6480102539062
4,810.93115234375
5,748.2924194335938
6,708.6790771484375
7,676.7738037109375
8,652.6121215820312
9,631.625732421875
10,617.0599365234375
11,602.3338623046875
12,609.1891479492188
13,579.7647094726562
14,591.8026123046875
15,562.8943481445312
16,558.159912109375
17,551.0281982421875
18,545.4631958007812
19,541.4398803710938
20,538.162109375
21,534.5892333984375
22,528.232177734375
23,527.4458618164062
24,525.7037963867188
