epoch,loss
0,2832.69970703125
1,2255.77099609375
2,2085.28564453125
3,1967.2379150390625
4,1876.1649169921875
5,1797.579345703125
6,1751.4393310546875
7,1694.7210693359375
8,1660.1676025390625
9,1632.88671875
10,1604.01123046875
11,1578.5174560546875
12,1570.1427001953125
13,1551.55322265625
14,1536.3221435546875
15,1523.3350830078125
16,1510.6258544921875
17,1501.6951904296875
18,1490.7249755859375
19,1488.1396484375
20,1475.863037109375
21,1471.599609375
22,1461.2498779296875
23,1455.2410888671875
24,1454.056396484375
25,1442.8658447265625
26,1442.009521484375
27,1437.4576416015625
28,1432.0782470703125
29,1428.32470703125
30,1426.2545166015625
31,1367.353759765625
32,1360.5980224609375
33,1363.6519775390625
34,1354.0174560546875
35,1353.4884033203125
36,1352.178955078125
37,1350.714599609375
38,1350.57373046875
39,1350.210693359375
40,1348.105224609375
41,1344.422607421875
42,1347.0736083984375
43,1346.313720703125
44,1344.42626953125
45,1342.90380859375
46,1339.6348876953125
47,1341.95654296875
48,1338.3311767578125
49,1343.971435546875
50,1338.98583984375
51,1336.94287109375
52,1339.0721435546875
53,1335.9644775390625
54,1334.092041015625
55,1337.7724609375
56,1336.2562255859375
57,1332.6422119140625
58,1333.2869873046875
59,1332.490478515625
60,1335.940673828125
61,1321.0146484375
62,1322.76171875
63,1321.521728515625
64,1324.198974609375
65,1318.97021484375
66,1321.7467041015625
67,1320.762451171875
68,1322.61767578125
69,1320.36083984375
70,1317.0584716796875
71,1320.524658203125
72,1317.5946044921875
73,1319.4000244140625
74,1320.3333740234375
75,1313.8251953125
76,1324.060302734375
77,1318.603759765625
78,1315.928955078125
79,1318.097412109375
