epoch,loss
0,2626.123779296875
1,1534.67236328125
2,1245.9215087890625
3,1077.21435546875
4,960.7572631835938
5,884.8878784179688
6,826.6722412109375
7,786.6034545898438
8,753.77685546875
9,725.67333984375
10,733.7838745117188
11,693.7704467773438
12,675.375
13,664.4706420898438
14,656.3526000976562
15,645.1113891601562
16,637.11181640625
17,629.5608520507812
18,622.4887084960938
19,617.4783325195312
20,612.2034301757812
21,606.1268920898438
22,603.1875610351562
23,599.7083740234375
24,591.9876708984375
